Case ID,Activity,Variant,Variant index,amount:low,amount:high,dismissal:low,dismissal:high,points:low,points:high,paymentAmount:low,paymentAmount:high,expense:low,expense:high
case 392,Create Fine,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 392,Send Fine,Variant 38,38,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 392,Insert Fine Notification,Variant 38,38,,,,,,,,,,
case 392,Add penalty,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 392,Add penalty,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 392,Add penalty,Variant 38,38,-9223372036854775808.00,716.00,,,,,,,,
case 393,Create Fine,Variant 11,11,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 393,Send Fine,Variant 11,11,,,,,,,,,-9223372036854775808.00,4.96
case 393,Insert Fine Notification,Variant 11,11,,,,,,,,,,
case 393,Add penalty,Variant 11,11,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 393,Add penalty,Variant 11,11,-9223372036854775808.00,319.50,,,,,,,,
case 393,Payment,Variant 11,11,,,,,,,-9223372036854775808.00,168.50,,
case 394,Create Fine,Variant 11,11,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 394,Send Fine,Variant 11,11,,,,,,,,,4.96,9223372036854775808.00
case 394,Insert Fine Notification,Variant 11,11,,,,,,,,,,
case 394,Add penalty,Variant 11,11,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 394,Add penalty,Variant 11,11,-9223372036854775808.00,159.00,,,,,,,,
case 394,Payment,Variant 11,11,,,,,,,-9223372036854775808.00,79.00,,
case 395,Create Fine,Variant 11,11,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 395,Send Fine,Variant 11,11,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 395,Insert Fine Notification,Variant 11,11,,,,,,,,,,
case 395,Add penalty,Variant 11,11,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 395,Add penalty,Variant 11,11,-9223372036854775808.00,319.50,,,,,,,,
case 395,Payment,Variant 11,11,,,,,,,-9223372036854775808.00,168.50,,
case 396,Create Fine,Variant 10,10,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 396,Send Fine,Variant 10,10,,,,,,,,,-9223372036854775808.00,4.96
case 396,Insert Fine Notification,Variant 10,10,,,,,,,,,,
case 396,Add penalty,Variant 10,10,-9223372036854775808.00,319.50,,,,,,,,
case 396,Payment,Variant 10,10,,,,,,,-9223372036854775808.00,168.50,,
case 396,Appeal to Judge,Variant 10,10,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 397,Create Fine,Variant 12,12,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 397,Send Fine,Variant 12,12,,,,,,,,,-9223372036854775808.00,4.96
case 397,Insert Fine Notification,Variant 12,12,,,,,,,,,,
case 397,Add penalty,Variant 12,12,155.00,319.50,,,,,,,,
case 397,Payment,Variant 12,12,,,,,,,-9223372036854775808.00,168.50,,
case 397,Send for Credit Collection,Variant 12,12,,,,,,,,,,
case 398,Create Fine,Variant 10,10,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 398,Send Fine,Variant 10,10,,,,,,,,,4.96,9223372036854775808.00
case 398,Insert Fine Notification,Variant 10,10,,,,,,,,,,
case 398,Add penalty,Variant 10,10,-9223372036854775808.00,159.00,,,,,,,,
case 398,Payment,Variant 10,10,,,,,,,-9223372036854775808.00,79.00,,
case 398,Appeal to Judge,Variant 10,10,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 399,Create Fine,Variant 2,2,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 399,Send Fine,Variant 2,2,,,,,,,,,12.91,9223372036854775808.00
case 399,Insert Fine Notification,Variant 2,2,,,,,,,,,,
case 399,Add penalty,Variant 2,2,155.00,159.00,,,,,,,,
case 399,Payment,Variant 2,2,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 400,Create Fine,Variant 12,12,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 400,Send Fine,Variant 12,12,,,,,,,,,4.96,9223372036854775808.00
case 400,Insert Fine Notification,Variant 12,12,,,,,,,,,,
case 400,Add penalty,Variant 12,12,155.00,159.00,,,,,,,,
case 400,Payment,Variant 12,12,,,,,,,-9223372036854775808.00,79.00,,
case 400,Send for Credit Collection,Variant 12,12,,,,,,,,,,
case 401,Create Fine,Variant 4,4,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 401,Send Fine,Variant 4,4,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 401,Insert Fine Notification,Variant 4,4,,,,,,,,,,
case 401,Add penalty,Variant 4,4,155.00,159.00,,,,,,,,
case 401,Payment,Variant 4,4,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 401,Payment,Variant 4,4,,,,,,,79.00,9223372036854775808.00,,
case 402,Create Fine,Variant 4,4,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 402,Send Fine,Variant 4,4,,,,,,,,,4.96,12.91
case 402,Insert Fine Notification,Variant 4,4,,,,,,,,,,
case 402,Add penalty,Variant 4,4,155.00,159.00,,,,,,,,
case 402,Payment,Variant 4,4,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 402,Payment,Variant 4,4,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 403,Create Fine,Variant 10,10,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 403,Send Fine,Variant 10,10,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 403,Insert Fine Notification,Variant 10,10,,,,,,,,,,
case 403,Add penalty,Variant 10,10,-9223372036854775808.00,319.50,,,,,,,,
case 403,Payment,Variant 10,10,,,,,,,-9223372036854775808.00,168.50,,
case 403,Appeal to Judge,Variant 10,10,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 404,Create Fine,Variant 12,12,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 404,Send Fine,Variant 12,12,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 404,Insert Fine Notification,Variant 12,12,,,,,,,,,,
case 404,Add penalty,Variant 12,12,155.00,319.50,,,,,,,,
case 404,Payment,Variant 12,12,,,,,,,-9223372036854775808.00,168.50,,
case 404,Send for Credit Collection,Variant 12,12,,,,,,,,,,
case 405,Create Fine,Variant 52,52,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 405,Send Fine,Variant 52,52,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 405,Insert Fine Notification,Variant 52,52,,,,,,,,,,
case 405,Add penalty,Variant 52,52,319.50,716.00,,,,,,,,
case 405,Insert Date Appeal to Prefecture,Variant 52,52,,,,,,,,,,
case 405,Send Appeal to Prefecture,Variant 52,52,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 406,Create Fine,Variant 9,9,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 406,Send Fine,Variant 9,9,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 406,Insert Fine Notification,Variant 9,9,,,,,,,,,,
case 406,Add penalty,Variant 9,9,319.50,716.00,,,,,,,,
case 406,Appeal to Judge,Variant 9,9,,,71.00,71.00,,,,,,
case 407,Create Fine,Variant 9,9,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 407,Send Fine,Variant 9,9,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 407,Insert Fine Notification,Variant 9,9,,,,,,,,,,
case 407,Add penalty,Variant 9,9,319.50,716.00,,,,,,,,
case 407,Appeal to Judge,Variant 9,9,,,-9223372036854775808.00,71.00,,,,,,
case 408,Create Fine,Variant 9,9,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 408,Send Fine,Variant 9,9,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 408,Insert Fine Notification,Variant 9,9,,,,,,,,,,
case 408,Add penalty,Variant 9,9,319.50,716.00,,,,,,,,
case 408,Appeal to Judge,Variant 9,9,,,71.00,9223372036854775808.00,,,,,,
case 409,Create Fine,Variant 24,24,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 409,Send Fine,Variant 24,24,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 409,Insert Fine Notification,Variant 24,24,,,,,,,,,,
case 409,Add penalty,Variant 24,24,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 410,Create Fine,Variant 24,24,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 410,Send Fine,Variant 24,24,,,,,,,,,4.96,9223372036854775808.00
case 410,Insert Fine Notification,Variant 24,24,,,,,,,,,,
case 410,Add penalty,Variant 24,24,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 411,Create Fine,Variant 31,31,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 411,Send Fine,Variant 31,31,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 411,Insert Fine Notification,Variant 31,31,,,,,,,,,,
case 411,Add penalty,Variant 31,31,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 411,Send for Credit Collection,Variant 31,31,,,,,,,,,,
case 412,Create Fine,Variant 31,31,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 412,Send Fine,Variant 31,31,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 412,Insert Fine Notification,Variant 31,31,,,,,,,,,,
case 412,Add penalty,Variant 31,31,319.50,716.00,,,,,,,,
case 412,Send for Credit Collection,Variant 31,31,,,,,,,,,,
case 413,Create Fine,Variant 31,31,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 413,Send Fine,Variant 31,31,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 413,Insert Fine Notification,Variant 31,31,,,,,,,,,,
case 413,Add penalty,Variant 31,31,36.00,9223372036854775808.00,,,,,,,,
case 413,Send for Credit Collection,Variant 31,31,,,,,,,,,,
case 414,Create Fine,Variant 37,37,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 414,Send Fine,Variant 37,37,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 414,Insert Fine Notification,Variant 37,37,,,,,,,,,,
case 414,Add penalty,Variant 37,37,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 414,Add penalty,Variant 37,37,-9223372036854775808.00,716.00,,,,,,,,
case 414,Appeal to Judge,Variant 37,37,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 415,Create Fine,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 415,Send Fine,Variant 25,25,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 415,Insert Fine Notification,Variant 25,25,,,,,,,,,,
case 415,Add penalty,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 415,Add penalty,Variant 25,25,155.00,716.00,,,,,,,,
case 415,Send for Credit Collection,Variant 25,25,,,,,,,,,,
case 416,Create Fine,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 416,Send Fine,Variant 25,25,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 416,Insert Fine Notification,Variant 25,25,,,,,,,,,,
case 416,Add penalty,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 416,Add penalty,Variant 25,25,36.00,9223372036854775808.00,,,,,,,,
case 416,Send for Credit Collection,Variant 25,25,,,,,,,,,,
case 417,Create Fine,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 417,Send Fine,Variant 38,38,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 417,Insert Fine Notification,Variant 38,38,,,,,,,,,,
case 417,Add penalty,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 417,Add penalty,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 417,Add penalty,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 418,Create Fine,Variant 11,11,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 418,Send Fine,Variant 11,11,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 418,Insert Fine Notification,Variant 11,11,,,,,,,,,,
case 418,Add penalty,Variant 11,11,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 418,Add penalty,Variant 11,11,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 418,Payment,Variant 11,11,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 419,Create Fine,Variant 37,37,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 419,Send Fine,Variant 37,37,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 419,Insert Fine Notification,Variant 37,37,,,,,,,,,,
case 419,Add penalty,Variant 37,37,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 419,Add penalty,Variant 37,37,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 419,Appeal to Judge,Variant 37,37,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 420,Create Fine,Variant 17,17,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 420,Send Fine,Variant 17,17,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 420,Insert Fine Notification,Variant 17,17,,,,,,,,,,
case 420,Add penalty,Variant 17,17,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 420,Add penalty,Variant 17,17,39.35,71.00,,,,,,,,
case 421,Create Fine,Variant 17,17,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 421,Send Fine,Variant 17,17,,,,,,,,,4.96,9223372036854775808.00
case 421,Insert Fine Notification,Variant 17,17,,,,,,,,,,
case 421,Add penalty,Variant 17,17,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 421,Add penalty,Variant 17,17,159.00,319.50,,,,,,,,
case 422,Create Fine,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 422,Send Fine,Variant 25,25,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 422,Insert Fine Notification,Variant 25,25,,,,,,,,,,
case 422,Add penalty,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 422,Add penalty,Variant 25,25,39.35,77.50,,,,,,,,
case 422,Send for Credit Collection,Variant 25,25,,,,,,,,,,
case 423,Create Fine,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 423,Send Fine,Variant 25,25,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 423,Insert Fine Notification,Variant 25,25,,,,,,,,,,
case 423,Add penalty,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 423,Add penalty,Variant 25,25,155.00,9223372036854775808.00,,,,,,,,
case 423,Send for Credit Collection,Variant 25,25,,,,,,,,,,
case 424,Create Fine,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 424,Send Fine,Variant 25,25,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 424,Insert Fine Notification,Variant 25,25,,,,,,,,,,
case 424,Add penalty,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 424,Add penalty,Variant 25,25,36.00,39.35,,,,,,,,
case 424,Send for Credit Collection,Variant 25,25,,,,,,,,,,
case 425,Create Fine,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 425,Send Fine,Variant 38,38,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 425,Insert Fine Notification,Variant 38,38,,,,,,,,,,
case 425,Add penalty,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 425,Add penalty,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 425,Add penalty,Variant 38,38,77.50,155.00,,,,,,,,
case 426,Create Fine,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 426,Send Fine,Variant 38,38,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 426,Insert Fine Notification,Variant 38,38,,,,,,,,,,
case 426,Add penalty,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 426,Add penalty,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 426,Add penalty,Variant 38,38,319.50,716.00,,,,,,,,
case 427,Create Fine,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 427,Send Fine,Variant 38,38,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 427,Insert Fine Notification,Variant 38,38,,,,,,,,,,
case 427,Add penalty,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 427,Add penalty,Variant 38,38,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 427,Add penalty,Variant 38,38,-9223372036854775808.00,39.35,,,,,,,,
case 428,Create Fine,Variant 11,11,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 428,Send Fine,Variant 11,11,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 428,Insert Fine Notification,Variant 11,11,,,,,,,,,,
case 428,Add penalty,Variant 11,11,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 428,Add penalty,Variant 11,11,71.00,77.50,,,,,,,,
